model_id,index,front,nmaterials,minPoint,maxPoint,aligned.dims,,variantIds
s__1896,1426,"0,0,1",3,"-1.125, 0.0015084743, -0.16422102","1.125, 2.64683, 0.16","225.0, 264.53217, 32.4221",,"s__1896,s__1896_0"
s__1896_0,1426,"0,0,1",3,"-1.125, 0.0017631054, -0.16005799","1.125, 2.64683, 0.16","225.0, 264.5067, 32.0058",,"s__1896,s__1896_0"
s__1897,1427,"0,0,1",3,"-0.9, 0.0, -0.0950001","0.9, 1.69951, 0.09512569","180.0, 169.951, 19.01258",,"s__1897,s__1897_0"
s__1897_0,1427,"0,0,1",3,"-0.9, 0.0, -0.0950001","0.9, 1.69951, 0.09512569","180.0, 169.951, 19.01258",,"s__1897,s__1897_0"
s__1898,1428,"0,0,1",4,"-2.44, 0.0, -0.115","2.44, 2.67099, 0.115","488.0, 267.099, 23.0",,"s__1898,s__1898_0"
s__1898_0,1428,"0,0,1",4,"-2.44, 0.015423298, -0.115","2.44, 2.67099, 0.115","488.0, 265.55667, 23.0",,"s__1898,s__1898_0"
s__1899,1429,"0,0,1",4,"-0.905, -0.014862299, -0.13","0.905, 2.65556, 0.13","181.0, 267.0422, 26.0",,"s__1899,s__1899_0"
s__1899_0,1429,"0,0,1",4,"-0.905, 2.3841858E-7, -0.13","0.905, 2.65556, 0.13","181.0, 265.556, 26.0",,"s__1899,s__1899_0"
s__1900,1430,"0,0,1",3,"-1.86, 4.272461E-4, -0.2","1.86, 2.69655, 0.2","372.0, 269.61227, 40.0",,"s__1900,s__1900_0"
s__1900_0,1430,"0,0,1",3,"-1.86, 3.1280518E-4, -0.2","1.86, 2.69655, 0.2","372.0, 269.62372, 40.0",,"s__1900,s__1900_0"
s__1901,1431,"0,0,1",2,"-0.75, 0.0, -0.0500001","0.75, 1.36181, 0.049999997","150.0, 136.181, 10.00001",,
s__1902,1432,"0,0,1",4,"-1.215, -0.014862299, -0.11","1.215, 2.66702, 0.11","243.0, 268.1882, 22.0",,"s__1902,s__1902_0"
s__1902_0,1432,"0,0,1",4,"-1.215, 0.0, -0.11","1.215, 2.66702, 0.11","243.0, 266.702, 22.0",,"s__1902,s__1902_0"
s__1903,1433,"0,0,1",2,"-0.96, 1.6319752E-4, -0.105","0.96, 1.70495, 0.105","192.0, 170.47867, 21.0",,"s__1903,s__1903_0"
s__1903_0,1433,"0,0,1",2,"-0.96, -1.513958E-5, -0.105000004","0.96, 1.70495, 0.105000004","192.0, 170.4965, 21.0",,"s__1903,s__1903_0"
s__1904,1434,"0,0,1",14,"-0.38, -0.0054314137, -1.02","0.38, 1.07552, 1.02","76.0, 108.09515, 204.0",,
s__1905,1435,"0,0,1",2,"-0.405, 0.0, -0.485","0.405, 0.898675, 0.48500097","81.0, 89.8675, 97.0001",,
s__1906,1436,"0,0,1",2,"-0.48, 0.0, -0.41","0.48, 0.716896, 0.41","96.0, 71.6896, 82.0",,
s__1907,1437,"0,0,1",1,"-0.58, -5.9604645E-8, -0.58","0.58, 0.366214, 0.58","116.0, 36.621403, 116.0",,
s__1908,1438,"0,0,1",1,"-0.98, 0.0, -0.270132","0.98, 0.918646, 0.270132","196.0, 91.8646, 54.0264",,
s__1909,1439,"0,0,1",3,"-0.41, 0.0, -0.48","0.41, 0.737139, 0.48","82.0, 73.713905, 96.0",,
s__1910,1440,"0,0,1",6,"-1.5700002, 0.0, -0.93499994","1.5699999, 3.76591, 0.93499994","314.0, 376.591, 187.0",,
s__1911,1441,"0,0,1",6,"-1.33, 0.0, -1.33","1.33, 1.0133, 1.33","266.0, 101.33, 266.0",,
s__1912,1442,"0,0,1",2,"-0.29, -2.9802322E-8, -0.29","0.29, 0.454406, 0.29","58.0, 45.4406, 58.0",,
s__1913,1443,"0,0,1",4,"-0.15999198, 0.0, -0.159991","0.159989, 1.03278, 0.15998998","31.9981, 103.27801, 31.9981",,
s__1914,1444,"0,0,1",4,"-0.1, 0.0, -0.0999999","0.1, 0.609692, 0.1","20.0, 60.969196, 19.999989",,
s__1915,1445,"0,0,1",3,"-0.86, 0.0, -0.22","0.86, 0.449904, 0.22","172.0, 44.9904, 44.0",,
s__1916,1446,"0,0,1",3,"-0.86, 9.608269E-5, -0.545","0.86, 0.74, 0.545","172.0, 73.99039, 109.0",,
s__1917,1447,"0,0,1",4,"-0.114997, 0.0, -0.15000102","0.114998, 0.397888, 0.15","22.9995, 39.7888, 30.000101",,
s__1918,1448,"0,0,1",2,"-0.405, -2.9802322E-8, -0.28","0.405, 0.366214, 0.28","81.0, 36.6214, 56.0",,
s__1919,1449,"0,0,1",2,"-1.65, -5.9604645E-8, -0.55","1.65, 0.924, 0.55","330.0, 92.40001, 110.0",,
s__1920,1450,"0,0,1",2,"-1.65, -5.9604645E-8, -0.275","1.65, 0.724, 0.275","330.0, 72.4, 55.0",,
s__1921,1451,"0,0,1",5,"-0.209279, 0.001581192, -0.29157","0.21072102, 0.951712, 0.19843","42.0, 95.013084, 49.0",,
s__1922,1452,"0,0,1",2,"-0.5, 0.0, -0.015000101","0.5, 2.7, 0.0149999","100.0, 270.0, 3.0",,
s__1923,1453,"0,0,1",2,"-0.550001, -2.9802322E-8, -0.5500001","0.5500001, 0.16, 0.550001","110.00011, 16.000004, 110.00011",,
s__1924,1454,"0,0,1",2,"-1.0, 3.8802624E-5, -0.150002","1.0, 0.152736, 0.150002","200.0, 15.26972, 30.0004",,
s__1925,1455,"0,0,1",2,"-0.55, 0.0, -0.55","0.55, 0.724, 0.55","110.0, 72.399994, 110.0",,
s__1926,1456,"0,0,1",1,"-0.705001, 0.0, -0.230049","0.705001, 0.893832, 0.230002","141.0002, 89.3832, 46.0051",,
s__1927,1457,"0,0,1",2,"-0.355, -1.1920929E-7, -0.39","0.355, 0.970885, 0.39","71.0, 97.08852, 78.0",,
s__1928,1458,"0,0,1",1,"-1.0, -1.7881393E-7, -0.5","1.0, 0.9, 0.5","200.0, 90.000015, 100.0",,
s__1929,1459,"0,0,1",2,"-1.0, 0.0, -0.695001","1.0, 0.76, 0.695001","200.0, 76.0, 139.0002",,
s__1930,1460,"0,0,1",2,"-1.06, 1.1920929E-7, -0.26000202","1.06, 1.92681, 0.26","211.99998, 192.681, 52.0002",,
s__1931,1461,"0,0,1",1,"-0.255, -4.7683716E-7, -0.345","0.255, 1.09002, 0.345","51.0, 109.00204, 69.0",,
s__1932,1462,"0,0,1",3,"-0.355, -1.1920929E-7, -0.355","0.355, 1.01399, 0.355","71.0, 101.39901, 71.0",,
s__1933,1463,"0,0,1",6,"-0.135, -1.7881393E-7, -0.135316","0.135316, 0.793058, 0.135","27.0316, 79.30582, 27.0316",,
s__1934,1464,"0,0,1",6,"-1.415, -1.1920929E-7, -1.0999999","1.415, 1.25, 1.0999999","283.0, 125.000015, 220.0",,
s__1935,1465,"0,0,1",3,"-0.19, 0.0, -0.19","0.19, 0.808435, 0.19","38.0, 80.843506, 38.0",,
s__1936,1466,"0,0,1",1,"-0.26, -2.18153E-5, -0.2","0.26, 1.75315, 0.2","52.0, 175.31718, 40.0",,
s__1937,1467,"0,0,1",3,"-0.38, 0.0, -0.015","0.38, 1.09376, 0.015","76.0, 109.376, 3.0",,
s__1938,1468,"0,0,1",2,"-0.25, 0.0, -0.25","0.25, 0.549092, 0.25","50.0, 54.9092, 50.0",,
s__1939,1469,"0,0,1",4,"-1.06, 0.0, -0.539841","1.06, 1.05358, 0.539841","212.0, 105.358, 107.9682",,
s__1940,1470,"0,0,1",3,"-0.58, -5.9604645E-8, -0.32","0.58, 0.863516, 0.32","116.0, 86.35161, 64.0",,
s__1941,1471,"0,0,1",2,"-0.7, 0.0, -0.200001","0.7, 0.535161, 0.19999999","140.0, 53.5161, 40.0001",,
s__1942,1472,"0,0,1",4,"-1.63, 0.0, -0.35000002","1.63, 1.25646, 0.35000002","326.0, 125.646, 70.0",,
s__1943,1473,"0,0,1",4,"-0.975, 0.0, -0.220002","0.975, 1.17007, 0.22","195.0, 117.007, 44.0002",,
s__1944,1474,"0,0,1",2,"-0.0650004, 2.3841858E-7, -0.055","0.064999595, 0.564427, 0.055","13.0, 56.442677, 11.0",,
s__1945,1475,"0,0,1",4,"-0.0600001, 5.9604645E-8, -0.049999997","0.059999995, 0.301472, 0.0500001","12.00001, 30.147196, 10.00001",,
s__1946,1476,"0,0,1",3,"-0.86, 0.0, -0.29","0.86, 1.13235, 0.29","172.0, 113.235, 58.0",,
s__1947,1477,"0,0,1",1,"-0.08, 1.1920929E-7, -0.1","0.08, 0.984309, 0.1","16.0, 98.430885, 20.0",,
s__1948,1478,"0,0,1",2,"-0.41, -1.6763806E-8, -0.49","0.41, 0.0241189, 0.49","82.0, 2.4118917, 98.0",,
s__1949,1479,"0,0,1",2,"-0.17, 9.6058846E-4, -0.100002","0.17, 1.2158, 0.1","34.0, 121.48395, 20.0002",,
s__1950,1480,"0,0,1",14,"-2.11, 0.0, -0.215","2.11, 2.24, 0.215","421.99997, 224.0, 43.0",,
s__1951,1481,"0,0,1",3,"-0.550001, 0.0, -0.550004","0.550001, 1.2, 0.550004","110.000206, 120.00001, 110.0008",,
s__1952,1482,"0,0,1",2,"-0.50985193, 0.0, -0.509851","0.509851, 1.2, 0.50985193","101.97031, 120.00001, 101.9703",,
s__1953,1483,"0,0,1",3,"-0.6, 0.0, -0.50985193","0.6, 1.2, 0.509851","120.00001, 120.00001, 101.97029",,
s__1954,1484,"0,0,1",6,"-1.3, 0.0, -0.615","1.3, 0.844616, 0.615","260.0, 84.4616, 123.0",,
s__1955,1485,"0,0,1",6,"-1.2, 0.0, -0.61","1.2, 0.980197, 0.61","240.0, 98.0197, 122.0",,
s__1956,1486,"0,0,1",11,"-0.35510796, 0.0, -0.245","0.35499996, 2.16656, 0.245","71.010796, 216.65599, 49.0",,
s__1957,1487,"0,0,1",16,"-0.23, 0.0, -0.16499999","0.23, 1.77649, 0.16499999","46.0, 177.649, 33.0",,
s__1958,1488,"0,0,1",14,"-0.3, -2.1266937E-4, -0.18","0.3, 1.7749, 0.18","60.000004, 177.51126, 36.0",,
s__1959,1489,"0,0,1",14,"-0.27500004, 0.0, -0.16","0.27500004, 1.80529, 0.16","55.0, 180.52899, 32.0",,
s__1960,1490,"0,0,1",15,"-0.335, -5.567074E-5, -0.215","0.335, 1.96331, 0.215","67.0, 196.33656, 43.0",,
s__1961,1491,"0,0,1",16,"-0.365, 5.9604645E-7, -0.35","0.365, 1.61423, 0.35","73.0, 161.42294, 70.0",,
s__1962,1492,"0,0,1",14,"-0.27000004, -3.1399727E-4, -0.3","0.27000004, 1.75055, 0.3","54.000004, 175.0864, 60.000004",,
s__1963,1493,"0,0,1",2,"-0.46, -4.7683716E-7, -0.46","0.46, 2.1, 0.46","92.0, 210.00002, 92.0",,
s__1964,1494,"0,0,1",1,"-0.065, -3.7252903E-9, -0.045","0.065, 0.0525, 0.045","13.0, 5.25, 9.0",,
s__1965,1495,"0,0,1",12,"-0.35510796, 0.0, -0.625","0.35499996, 2.16656, 0.625","71.010796, 216.65599, 125.0",,
s__1966,1496,"0,0,1",4,"-0.08, 0.0, -0.120000005","0.08, 0.228565, 0.120000005","16.0, 22.8565, 24.0",,
s__1967,1497,"0,0,1",9,"-0.17, 0.0, -0.225","0.17, 0.307934, 0.225","34.0, 30.7934, 45.0",,
s__1968,1498,"0,0,1",4,"-0.07, 0.0, -0.15","0.07, 0.402182, 0.15","14.0, 40.2182, 30.000002",,
s__1969,1499,"0,0,1",5,"-0.15, 0.0, -0.075","0.15, 0.208, 0.075","30.000002, 20.800001, 15.000001",,
s__1970,1500,"0,0,1",5,"-0.105, 0.0031498373, -0.195","0.105, 0.459821, 0.195","21.0, 45.667114, 39.0",,
s__1971,1501,"0,0,1",6,"-0.12, 0.0, -0.215","0.12, 0.341557, 0.215","24.0, 34.1557, 43.0",,
s__1972,1502,"0,0,1",5,"-0.11, 0.0, -0.22","0.11, 0.3942, 0.22","22.0, 39.42, 44.0",,
s__1973,1503,"0,0,1",7,"-0.30000204, 0.0, -0.33","0.3, 2.0, 0.33","60.000202, 200.0, 66.0",,
s__1974,1504,"0,0,1",8,"-1.19, 0.0, -0.440001","1.19, 2.7, 0.44","238.00002, 270.0, 88.0001",,
s__1975,1505,"0,0,1",2,"-0.76000094, 0.0, -0.19999999","0.76, 0.84, 0.200001","152.00009, 84.0, 40.0001",,
s__1976,1506,"0,0,1",4,"-1.04, 0.0, -1.15","1.04, 2.50534, 1.15","208.0, 250.53403, 230.0",,
s__1977,1507,"0,0,1",4,"-0.27, 0.0, -0.27","0.27, 0.90131, 0.27","54.000004, 90.131004, 54.000004",,
s__1978,1508,"0,0,1",2,"-0.639932, -1.1920929E-7, -0.030000199","0.639932, 1.27986, 0.0299999","127.9864, 127.98601, 6.00001",,
s__1979,1509,"0,0,1",2,"-0.24, 0.0, -0.24","0.24, 0.440121, 0.24","48.0, 44.0121, 48.0",,
s__1980,1510,"0,0,1",2,"-0.4, 0.0, -0.4","0.4, 0.683832, 0.4","80.0, 68.3832, 80.0",,
s__1981,1511,"0,0,1",1,"-0.730001, 0.0, -0.250001","0.73, 0.641878, 0.250001","146.00009, 64.1878, 50.000202",,
s__1982,1512,"0,0,1",3,"-0.21, -2.9802322E-8, -0.21","0.21, 0.460481, 0.21","42.0, 46.048103, 42.0",,
s__1983,1513,"0,0,1",3,"-0.21, 0.0, -0.21","0.21, 1.0158, 0.21","42.0, 101.58, 42.0",,
s__1984,1514,"0,0,1",1,"-0.71, 0.0, -0.210001","0.71, 0.70534, 0.210001","142.0, 70.534004, 42.000202",,
s__1985,1515,"0,0,1",3,"-0.38, 5.9604645E-8, -0.4","0.38, 0.707989, 0.4","76.0, 70.79889, 80.0",,
s__1986,1516,"0,0,1",3,"-1.2, 0.0, -0.300001","1.2, 2.23403, 0.300001","240.00002, 223.403, 60.0002",,
s__1987,1517,"0,0,1",2,"-1.03713, -0.0016934276, -0.503636","1.07291, 0.735, 0.41636598","211.004, 73.66934, 92.0002",,
s__1988,1518,"0,0,1",2,"-0.425, 9.536743E-7, -0.425","0.425, 0.316853, 0.425","85.0, 31.685204, 85.0",,
s__1989,1519,"0,0,1",3,"-0.42, 0.0, -0.17","0.42, 0.509834, 0.17","84.0, 50.9834, 34.0",,
s__1990,1520,"0,0,1",1,"-0.29, -1.09136105E-4, -0.28","0.29, 0.785933, 0.28","58.0, 78.60422, 56.0",,
s__1991,1521,"0,0,1",2,"-0.38, -4.452467E-5, -0.43","0.38, 0.798553, 0.43","76.0, 79.85976, 86.0",,
s__1992,1522,"0,0,1",2,"-0.46, -2.9802322E-8, -0.46","0.46, 0.402836, 0.46","92.0, 40.283604, 92.0",,
s__1993,1523,"0,0,1",2,"-0.76, -4.452467E-5, -0.43000102","0.76, 0.798553, 0.43000102","152.0, 79.85976, 86.0002",,
s__1994,1524,"0,0,1",4,"-0.18, 0.0, -0.18","0.18, 0.664859, 0.18","36.0, 66.4859, 36.0",,
s__1995,1525,"0,0,1",3,"-0.0849991, 0.0, -0.08500001","0.08499889, 1.75616, 0.0850001","16.9998, 175.616, 17.00001",,
s__1996,1526,"0,0,1",5,"-0.647015, 0.0, -1.07002","0.652985, 1.4862, 1.0699799","130.0, 148.62, 214.0",,
s__1997,1527,"0,0,1",1,"-0.25, 0.0, -0.25","0.25, 0.429474, 0.25","50.0, 42.9474, 50.0",,
s__1998,1528,"0,0,1",3,"-0.585, 0.0, -0.185001","0.585, 0.423459, 0.185001","116.99999, 42.345898, 37.0002",,
s__1999,1529,"0,0,1",2,"-0.25, 0.0, -0.22","0.25, 0.405, 0.22","50.0, 40.5, 44.0",,
s__2000,1530,"0,0,1",1,"-0.33, 0.0, -0.215","0.33, 0.4515, 0.215","66.0, 45.15, 43.0",,
s__2001,1531,"0,0,1",6,"-0.6453661, -1.1920929E-7, -0.905","0.650215, 1.37, 0.905","129.5581, 137.0, 181.0",,
s__2002,1532,"0,0,1",5,"-1.045, -1.1920929E-7, -1.1199999","1.045, 1.54747, 1.1199999","208.99998, 154.74701, 224.0",,
s__2003,1533,"0,0,1",3,"-0.4, -5.9604645E-8, -0.905","0.4, 0.802472, 0.905","80.0, 80.2472, 181.0",,
s__2004,1534,"0,0,1",2,"-0.23, 0.0, -0.275","0.23, 0.829067, 0.275","46.0, 82.9067, 55.0",,
s__2005,1535,"0,0,1",2,"-0.65, 0.0, -0.385","0.65, 0.75, 0.385","130.0, 75.0, 77.0",,
s__2006,1536,"0,0,1",2,"-0.5, 0.0, -0.215","0.5, 0.75, 0.215","100.0, 75.0, 43.0",,
s__2007,1537,"0,0,1",2,"-0.339999, 0.0, -0.0100002","0.34, 0.68, 0.00999998","67.9999, 68.0, 2.0000181",,
s__2008,1538,"0,0,1",4,"-0.16, -5.9604645E-8, -0.16","0.16, 0.527378, 0.16","32.0, 52.7378, 32.0",,
s__2009,1539,"0,0,1",7,"-0.2, 0.0, -0.2","0.2, 0.674607, 0.2","40.0, 67.4607, 40.0",,
s__2010,1540,"0,0,1",2,"-0.645, 0.0, -0.0700021","0.645, 2.5, 0.070002","129.0, 250.0, 14.00041",,
s__2011,1541,"0,0,1",2,"-0.37, 0.0, -0.0700012","0.37, 2.5, 0.07000111","74.0, 250.0, 14.000231",,
s__2012,1542,"0,0,1",3,"-0.525, 0.0, -0.0600017","0.525, 1.6, 0.060001597","104.99999, 160.0, 12.00033",,
s__2013,1543,"0,0,1",2,"-0.800001, 0.0, -0.0700026","0.800001, 1.68, 0.140003","160.0002, 168.0, 21.000559",,
s__2014,1544,"0,0,1",3,"-1.15, 0.0, -0.0800029","1.15, 2.5, 0.0800027","230.0, 250.0, 16.00056",,
s__2015,1545,"0,0,1",5,"-2.25, 0.0, -0.150003","2.25, 1.5, 0.150003","450.0, 150.0, 30.0006",,
s__2016,1546,"0,0,1",4,"-0.56, 0.0, -0.0600017","0.56, 1.6, 0.050001696","112.0, 160.0, 11.0003395",,
s__2017,1547,"0,0,1",4,"-0.56, 0.0, -0.0600017","0.56, 0.660484, 0.050001696","112.0, 66.0484, 11.0003395",,
s__2019,1548,"0,0,1",5,"-0.465, 0.0, -0.07994069","0.465, 0.974161, 0.0899408","93.0, 97.4161, 16.988152",,
s__2020,1549,"0,0,1",2,"-0.28, 0.0, -0.21","0.28, 0.49, 0.21","56.0, 49.0, 42.0",,
s__2021,1550,"0,0,1",3,"-0.415001, 0.0, -0.235001","0.415, 0.805, 0.23499998","83.0001, 80.5, 47.0001",,
s__2022,1551,"0,0,1",2,"-0.56500006, 0.0, -0.200002","0.565001, 1.8, 0.2","113.0001, 180.0, 40.0002",,
s__2023,1552,"0,0,1",3,"-0.55, -2.9802322E-8, -0.39500004","0.55, 0.35, 0.395001","110.0, 35.0, 79.0001",,
s__2024,1553,"0,0,1",2,"-0.11, 0.0, -0.075","0.11, 0.330472, 0.075","22.0, 33.0472, 15.000001",,
s__2025,1554,"0,0,1",3,"-0.25, 5.9604645E-8, -0.01","0.25, 0.5, 0.0100007","50.0, 49.999996, 2.00007",,
s__2026,1555,"0,0,1",5,"-0.09, 0.0, -0.09","0.09, 0.407882, 0.09","18.0, 40.7882, 18.0",,
s__2027,1556,"0,0,1",1,"-0.21, 0.0, -0.21","0.21, 0.6, 0.21","42.0, 60.000004, 42.0",,
s__2028,1557,"0,0,1",5,"-0.2, 0.0, -0.2","0.2, 0.805739, 0.2","40.0, 80.5739, 40.0",,
s__2029,1558,"0,0,1",2,"-0.15, 0.0, -0.015","0.15, 0.3, 0.0150003","30.000002, 30.000002, 3.00003",,
s__2030,1559,"0,0,1",2,"-0.251399, 2.8264523E-4, -0.223466","0.251399, 0.850959, 0.223466","50.2798, 85.06764, 44.6932",,
s__2031,1560,"0,0,1",8,"-1.15, 0.0, -0.709954","1.15, 1.18963, 0.709954","230.0, 118.963005, 141.99081",,
s__2032,1561,"0,0,1",10,"-0.165, 0.0, -0.25","0.165, 1.00161, 0.25","33.0, 100.161, 50.0",,
s__2033,1562,"0,0,1",10,"-0.24, 0.0, -0.121043","0.24, 0.415993, 0.118957","48.0, 41.5993, 24.0",,
s__2034,1563,"0,0,1",13,"-0.475, 0.0, -0.2","0.475, 1.04821, 0.2","95.0, 104.821, 40.0",,
s__2035,1564,"0,0,1",3,"-0.13, 0.0, -0.13","0.13, 1.54571, 0.13","26.0, 154.571, 26.0",,
s__2036,1565,"0,0,1",8,"-0.255, 7.3313713E-6, -0.095","0.255, 0.384357, 0.095","51.0, 38.434963, 19.0",,
s__2037,1566,"0,0,1",5,"-0.395, 0.0, -0.13","0.395, 1.51252, 0.13","79.0, 151.252, 26.0",,
s__2038,1567,"0,0,1",6,"-0.495, -1.1920929E-7, -1.095","0.495, 0.955529, 1.095","99.0, 95.5529, 219.0",,
s__2039,1568,"0,0,1",4,"-0.404999, -4.4733286E-5, -0.22","0.402999, 0.45, 0.22","80.7998, 45.004475, 44.0",,
s__2040,1569,"0,0,1",4,"-0.77, 0.0, -0.24","0.77, 2.22624, 0.24","154.0, 222.624, 48.0",,
s__2041,1570,"0,0,1",3,"-1.07512, 0.0, -0.17000002","1.07512, 2.38918, 0.17000002","215.02399, 238.918, 34.0",,
s__2042,1571,"0,0,1",3,"-0.72, 0.0, -0.25","0.72, 0.92, 0.25","144.0, 92.0, 50.0",,
s__2043,1572,"0,0,1",2,"-0.6, 0.0, -0.29","0.59999907, 2.07, 0.29","119.99991, 207.0, 58.0",,
s__2044,1573,"0,0,1",2,"-0.86, 0.0, -0.3","0.85999906, 2.11, 0.3","171.99991, 210.99998, 60.000004",,
s__2045,1574,"0,0,1",4,"-0.545, -7.8964233E-4, -0.2","0.545, 1.57412, 0.2","109.0, 157.49097, 40.0",,
s__2046,1575,"0,0,1",1,"-0.58, 0.0, -0.58","0.58, 0.75, 0.58","116.0, 75.0, 116.0",,
s__2047,1576,"0,0,1",1,"-0.235, 0.0, -0.17","0.235, 0.7, 0.17","47.0, 70.0, 34.0",,
s__2048,1577,"0,0,1",5,"-0.855018, 0.0, -1.06002","0.855018, 1.19978, 1.06002","171.0036, 119.978004, 212.004",,
s__2049,1578,"0,0,1",2,"-0.23, 0.0, -0.239991","0.23, 0.967068, 0.240009","46.0, 96.7068, 48.0",,
s__2050,1579,"0,0,1",1,"-0.245, 0.0, -0.125","0.245, 1.2, 0.125","49.0, 120.00001, 25.0",,
s__2051,1580,"0,0,1",2,"-0.215, 0.0, -0.185","0.215, 0.647137, 0.185","43.0, 64.7137, 37.0",,
s__2052,1581,"0,0,1",1,"-0.65, 0.0, -0.33","0.649999, 2.05, 0.33","129.99991, 205.0, 66.0",,
s__2053,1582,"0,0,1",4,"-0.53, 0.0, -0.23499998","0.53, 0.85, 0.23499998","105.99999, 85.0, 47.0",,
s__2054,1583,"0,0,1",2,"-0.7, 0.0, -0.22","0.7, 2.4, 0.22","140.0, 240.00002, 44.0",,
s__2055,1584,"0,0,1",4,"-0.974999, 0.0, -1.08","0.974999, 1.15, 1.08","194.9998, 115.00001, 216.00002",,
s__2056,1585,"0,0,1",1,"-0.5, 0.0, -0.22","0.5, 2.4, 0.223149","100.0, 240.00002, 44.3149",,
s__2057,1586,"0,0,1",2,"-0.5, 0.0, -0.22","0.5, 2.4, 0.22","100.0, 240.00002, 44.0",,
s__2058,1587,"0,0,1",3,"-0.695, 0.0, -0.26","0.695, 2.24, 0.26","139.0, 224.0, 52.0",,
s__2059,1588,"0,0,1",3,"-0.55, 0.0, -0.46","0.55, 0.72, 0.46","110.0, 72.0, 92.0",,
s__2060,1589,"0,0,1",1,"-0.95, 0.0, -0.42","0.95, 0.834966, 0.420033","190.0, 83.4966, 84.003296",,
s__2061,1590,"0,0,1",2,"-0.34, -9.059906E-6, -0.36","0.34, 1.04747, 0.36","68.0, 104.7479, 72.0",,
s__2062,1591,"0,0,1",2,"-0.34, 0.0, -0.345","0.34, 0.840158, 0.344789","68.0, 84.0158, 68.9789",,
s__2083,1592,"0,0,1",1,"-0.3, -7.510185E-5, -0.235","0.3, 0.91756, 0.235","60.000004, 91.763504, 47.0",,
s__2084,1593,"0,0,1",1,"-0.295, -0.00805831, -0.225","0.295, 0.902088, 0.225","58.999996, 91.01463, 45.0",,
s__2085,1594,"0,0,1",1,"-0.305, -0.0020210743, -0.215","0.305, 1.07993, 0.215","61.0, 108.19511, 43.0",,
s__2086,1595,"0,0,1",1,"-0.355, -0.0023605824, -0.28","0.355, 1.51835, 0.28","71.0, 152.07106, 56.0",,
s__2087,1596,"0,0,1",1,"-0.245, -4.6026707E-4, -0.195","0.245, 1.06693, 0.195","49.0, 106.73903, 39.0",,
s__2088,1597,"0,0,1",1,"-0.51, -0.005367756, -0.815","0.51, 1.63627, 0.815","102.0, 164.16377, 163.0",,
s__2089,1598,"0,0,1",5,"-0.785, -5.9604645E-8, -1.025","0.785, 0.953819, 1.025","157.0, 95.381905, 205.0",,
s__2090,1599,"0,0,1",2,"-0.6, 0.0, -0.215","0.6, 0.82, 0.215","120.00001, 82.0, 43.0",,
s__2091,1600,"0,0,1",2,"-0.6, 0.0, -0.215","0.6, 0.82, 0.215","120.00001, 82.0, 43.0",,
s__2092,1601,"0,0,1",2,"-0.4, 0.0, -0.215","0.4, 0.82, 0.215","80.0, 82.0, 43.0",,
s__2093,1602,"0,0,1",4,"-0.175, 0.0, -0.285","0.175, 1.7, 0.285","35.0, 170.0, 57.0",,
s__2094,1603,"0,0,1",3,"-0.175, 0.0, -0.28499997","0.175, 1.0, 0.28499997","35.0, 100.0, 57.0",,
s__2095,1604,"0,0,1",3,"-0.6, -4.4733286E-5, -0.2","0.6, 0.47, 0.2","120.00001, 47.00447, 40.0",,
s__2096,1605,"0,0,1",4,"-0.63, -4.4733286E-5, -0.22999999","0.63, 0.482044, 0.22999999","126.0, 48.208878, 46.0",,
s__2097,1606,"0,0,1",3,"-0.225, -4.4703484E-5, -0.19","0.225, 0.64, 0.19","45.0, 64.00447, 38.0",,
s__2098,1607,"0,0,1",3,"-0.225, -4.4703484E-5, -0.19","0.225, 0.77, 0.19","45.0, 77.00447, 38.0",,
s__2099,1608,"0,0,1",3,"-0.21, 0.0, -0.18","0.21, 0.41, 0.18","42.0, 41.0, 36.0",,
s__2100,1609,"0,0,1",3,"-0.21, 0.0, -0.18","0.21, 0.56, 0.18","42.0, 56.0, 36.0",,
s__2101,1610,"0,0,1",4,"-0.21, -4.4703484E-5, -0.18","0.21, 0.63, 0.18","42.0, 63.00447, 36.0",,
s__2103,1611,"0,0,1",3,"-0.495, 0.0, -0.225","0.495, 0.66, 0.225","99.0, 66.0, 45.0",,
s__2104,1612,"0,0,1",3,"-0.55, 0.0, -0.225","0.55, 0.66, 0.225","110.0, 66.0, 45.0",,
s__2105,1613,"0,0,1",4,"-0.4, -4.4703484E-5, -0.23499998","0.4, 0.63, 0.23499998","80.0, 63.004475, 47.0",,
s__2106,1614,"0,0,1",3,"-1.195, 0.0, -0.22999999","1.195, 1.75, 0.22999999","239.00002, 175.0, 46.0",,
s__2107,1615,"0,0,1",3,"-1.2, 0.0, -0.20499998","1.2, 1.95, 0.20499998","240.00002, 195.0, 41.0",,
s__2108,1616,"0,0,1",1,"-0.4, -5.5879354E-9, -0.13","0.4, 0.022, 0.13","80.0, 2.2000005, 26.0",,
s__2109,1617,"0,0,1",1,"-0.399998, -1.9844063E-4, -0.12964499","0.400002, 0.0218016, 0.130355","80.0, 2.200004, 26.0",,
s__2110,1618,"0,0,1",3,"-0.45, -4.4733286E-5, -0.45","0.45, 0.4, 0.45","90.0, 40.004475, 90.0",,
s__2111,1619,"0,0,1",3,"-0.3, -4.4733286E-5, -0.4","0.3, 0.395, 0.4","60.000004, 39.50447, 80.0",,
s__2112,1620,"0,0,1",3,"-0.6, 0.0, -0.22999999","0.6, 0.68, 0.23499998","120.00001, 68.0, 46.5",,
